LAMMPS data file via write_data, version 29 Aug 2024, timestep = 50000, units = metal

854 atoms
5 atom types

0 22.632 xlo xhi
0 22.632 ylo yhi
0 45.264 zlo zhi

Masses

1 72.63
2 10.81
3 26.98
4 69.72
5 30.97

Atoms # atomic

667 1 5.22965014529415 0.03682331287703896 0.3211002025642353 0 0 0
149 1 7.074390822117091 3.0662821430401426 2.697337731965687 0 1 0
999 1 13.06216177865228 1.7237911796190808 2.3786988668170386 0 1 0
44 1 12.214977412488043 4.780325157323926 0.6621454161679842 0 0 0
803 1 12.071541077348698 20.936250961313934 3.909937618280242 0 -1 0
553 1 10.88081100087463 6.311555285535343 5.479311344768489 0 0 0
666 5 3.574692046624536 4.030722939689153 1.1169307886425035 -1 -1 0
1001 1 9.416695071522867 5.00671282081005 3.922603985197907 0 1 0
100 1 13.613702532776843 6.74273721530237 3.843337530028299 0 0 0
137 1 19.31938677786067 5.429415317277845 2.439301375088072 -1 0 0
851 1 5.59446114793546 8.458575907006914 1.2314572604968101 1 -1 0
65 1 4.436739517345563 9.125128083130267 1.2271255426842071 0 -1 0
321 1 7.7779921570692085 7.516750037349065 3.099694886625505 0 0 0
408 1 14.836067196856835 8.055124553722244 1.443841315982795 0 0 0
964 1 16.87994290410733 8.61948382559997 2.769576168818308 0 1 0
604 1 16.82639596443193 9.66855856959934 2.33172883056057 0 1 0
331 1 19.97563736479343 8.808913693685305 1.579525505017351 0 0 0
901 1 0.4455883988631515 9.900941544906674 1.3744431584237737 1 0 0
274 1 3.598100967055264 9.877118757031264 0.12071499102037651 0 0 0
577 1 17.37264401672105 11.772192473762813 0.8952593769504386 0 0 0
514 1 19.293623854315218 12.060628098323093 2.3998404732702308 0 -1 0
215 4 19.2465600163686 10.694678647662036 2.481716464721316 -1 0 0
200 1 20.35160188598651 10.349968589033626 0.8122226885404934 0 0 0
211 4 2.6864148388661344 14.484690565621264 3.0033715428506933 0 1 0
660 1 7.134999356865735 13.346590249431896 2.0879615518985646 1 0 0
712 4 9.01988183766227 15.09556386780691 0.1820578466299177 1 1 0
531 1 9.35395416734648 14.306814945063147 2.891139718064089 2 0 0
291 1 20.36386703536758 17.02759696003453 2.453122329674563 -1 -1 0
328 4 0.6676640924358889 16.674196126728447 0.792844088932497 1 0 0
349 1 1.262745212707791 18.302787038696543 0.4607291401431083 0 0 0
8 1 4.317630235525604 18.19946086078846 0.8395854446894631 0 -1 0
28 1 4.854300778910107 18.54235696586866 0.17100203290654853 -1 -1 0
838 1 13.319259858525172 17.766142149534378 2.3899382857348073 0 0 0
540 1 14.654053508817784 18.772246745948355 2.7300376563494493 -1 -1 0
462 1 2.291357274362879 21.895563169179677 0.608941948404746 0 0 0
981 1 4.5429885220306145 22.25744240942256 3.0896961778993814 1 1 0
876 1 9.1403175677563 17.310948963552033 2.0363471756269975 0 0 0
261 1 10.956173898053251 22.102618363798324 1.8038241015174725 0 -1 0
606 1 14.42997103652996 20.34534192533693 1.073987384597635 0 -1 0
665 1 20.387676154667904 20.75062422177597 1.4879468246956888 -1 -1 0
