Time (Sec),Power(W),Growth Rate (gm/sec),No. of net impurity atoms added,Number of net impurity of previous crystal added,Output net impurity,Detector grade portion (%),SheetName
8640.0,8600.0,0.18958333,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
9360.0,8600.0,0.30320513,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
10080.0,8580.0,0.35367063,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
10800.0,8560.0,0.52888889,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
11520.0,8560.0,0.83333333,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
12240.0,8660.0,0.73529412,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
12960.0,8700.0,0.95679012,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
13680.0,8700.0,1.03070175,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
14400.0,8700.0,1.02083333,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
15120.0,8700.0,1.12433862,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
15840.0,8700.0,0.90277778,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
16560.0,8700.0,0.98429952,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
17496.0,8700.0,1.22885231,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
18000.0,8700.0,0.68333333,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
18720.0,8700.0,0.75320513,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
19440.0,8700.0,0.8281893,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
20160.0,8700.0,0.70436508,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
20880.0,8700.0,0.63218391,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
21600.0,8700.0,0.61111111,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
22320.0,8700.0,0.56003584,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
23760.0,8700.0,1.08164983,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
24480.0,8700.0,0.55147059,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
24854.4,8700.0,0.3218746,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
26640.0,9196.0,1.75675676,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
27360.0,9396.0,0.90643275,79736842105263.0,-286752631578947.0,0.0,1.47,Crystal 9
0.0,8760.0,0.0,56052631578947.0,188439849624060.0,1584823814845.64,1.5,Crystal 10
450.0,8740.0,0.175555555555556,56052631578947.0,188439849624060.0,1590605949534.13,1.5,Crystal 10
810.0,8720.0,0.0419753086419753,56052631578947.0,188439849624060.0,1593100544110.13,1.5,Crystal 10
2160.0,8700.0,0.0129629629629629,56052631578947.0,188439849624060.0,1595157668971.67,1.5,Crystal 10
2880.0,8680.0,0.0149305555555556,56052631578947.0,188439849624060.0,1598321673130.74,1.5,Crystal 10
3600.0,8660.0,0.0297222222222222,56052631578947.0,188439849624060.0,1606220440989.45,1.5,Crystal 10
4320.0,8640.0,0.0199074074074074,56052631578947.0,188439849624060.0,1612595487772.81,1.5,Crystal 10
5040.0,8620.0,0.0406746031746032,56052631578947.0,188439849624060.0,1624593972606.01,1.5,Crystal 10
5760.0,8600.0,0.0602430555555556,56052631578947.0,188439849624060.0,1598837299953.03,1.5,Crystal 10
8640.0,8600.0,0.779050925925926,56052631578947.0,188439849624060.0,1168901915919.15,1.5,Crystal 10
9360.0,8600.0,0.523504273504273,56052631578947.0,188439849624060.0,926927499280.148,1.5,Crystal 10
10080.0,8600.0,0.694444444444444,56052631578947.0,188439849624060.0,661532596156.67,1.5,Crystal 10
10800.0,8700.0,0.925925925925926,56052631578947.0,188439849624060.0,403408340475.279,1.5,Crystal 10
11160.0,8740.0,0.685483870967742,56052631578947.0,188439849624060.0,273399054435.282,1.5,Crystal 10
11520.0,8740.0,0.638020833333333,56052631578947.0,188439849624060.0,-348721382397.021,1.5,Crystal 10
12960.0,8740.0,2.83950617283951,56052631578947.0,188439849624060.0,-456217536099.116,1.5,Crystal 10
16704.0,8740.0,6.22006704980843,56052631578947.0,188439849624060.0,-1917639351941.89,1.5,Crystal 10
18000.0,8740.0,1.88888888888889,56052631578947.0,188439849624060.0,-2158394532046.81,1.5,Crystal 10
18403.2,8740.0,0.614023648061207,56052631578947.0,188439849624060.0,-2277655247853.02,1.5,Crystal 10
20016.0,8740.0,2.30315747402078,56052631578947.0,188439849624060.0,-3052450979865.23,1.5,Crystal 10
21600.0,9180.0,2.80555555555556,56052631578947.0,188439849624060.0,-9678474454036.83,1.5,Crystal 10
22147.2,9332.0,0.383795694263835,56052631578947.0,188439849624060.0,-34002939745231.5,1.5,Crystal 10
0.0,8780.0,0.0,-63345864661654.0,1.58436E+44,629021648504.695,3.01,Crystal 11
360.0,8780.0,-0.119444444444444,-63345864661654.0,1.58436E+44,628853455307.377,3.01,Crystal 11
549.9,8760.0,-0.0072740498272413,-63345864661654.0,1.58436E+44,628837810766.38,3.01,Crystal 11
900.0,8760.0,0.0788888888888889,-63345864661654.0,1.58436E+44,629115535220.554,3.01,Crystal 11
1350.0,8740.0,0.0318518518518518,-63345864661654.0,1.58436E+44,629283769422.525,3.01,Crystal 11
2880.0,8720.0,0.0180555555555556,-63345864661654.0,1.58436E+44,629487250591.346,3.01,Crystal 11
3600.0,8700.0,0.0233333333333333,-63345864661654.0,1.58436E+44,629816032248.765,3.01,Crystal 11
4320.0,8680.0,0.0259259259259259,-63345864661654.0,1.58436E+44,630254564044.14,3.01,Crystal 11
5040.0,8660.0,0.0321428571428572,-63345864661654.0,1.58436E+44,630810816472.289,3.01,Crystal 11
5803.2,8640.0,0.0380824372759857,-63345864661654.0,1.58436E+44,629945223952.77,3.01,Crystal 11
6480.0,8620.0,0.0458333333333333,-63345864661654.0,1.58436E+44,628783056666.099,3.01,Crystal 11
7200.0,8600.0,0.0748611111111111,-63345864661654.0,1.58436E+44,626677144410.371,3.01,Crystal 11
7920.0,8580.0,0.108207070707071,-63345864661654.0,1.58436E+44,623337290375.807,3.01,Crystal 11
8640.0,8580.0,0.193981481481482,-63345864661654.0,1.58436E+44,616835829370.043,3.01,Crystal 11
9360.0,8580.0,0.224358974358974,-63345864661654.0,1.58436E+44,608745840777.053,3.01,Crystal 11
10080.0,8580.0,0.396825396825397,-63345864661654.0,1.58436E+44,593508893712.737,3.01,Crystal 11
10800.0,8580.0,0.490740740740741,-63345864661654.0,1.58436E+44,573667086407.148,3.01,Crystal 11
11520.0,8680.0,0.954861111111111,-63345864661654.0,1.58436E+44,533739449915.799,3.01,Crystal 11
12240.0,8700.0,1.22549019607843,-63345864661654.0,1.58436E+44,481987397553.198,3.01,Crystal 11
12960.0,8700.0,1.27314814814815,-63345864661654.0,1.58436E+44,483238035498.007,3.01,Crystal 11
13680.0,8700.0,1.35233918128655,-63345864661654.0,1.58436E+44,466552820810.41300,3.01,Crystal 11
14400.0,8700.0,1.49305555555556,-63345864661654.0,1.58436E+44,446668843932.77900,3.01,Crystal 11
15120.0,8700.0,1.35582010582011,-63345864661654.0,1.58436E+44,427167706842.786,3.01,Crystal 11
15840.0,8700.0,1.38888888888889,-63345864661654.0,1.58436E+44,405585147235.203,3.01,Crystal 11
16560.0,8700.0,1.05676328502415,-63345864661654.0,1.58436E+44,-386805586543.821,3.01,Crystal 11
17280.0,8700.0,1.30787037037037,-63345864661654.0,1.58436E+44,-516391126611.77,3.01,Crystal 11
18000.0,8700.0,0.827777777777778,-63345864661654.0,1.58436E+44,-635932288049.779,3.01,Crystal 11
18720.0,8700.0,0.854700854700855,-63345864661654.0,1.58436E+44,-810300664934.097,3.01,Crystal 11
19440.0,8700.0,0.771604938271605,-63345864661654.0,1.58436E+44,-989308352067.594,3.01,Crystal 11
20160.0,8700.0,0.744047619047619,-63345864661654.0,1.58436E+44,-1084974350633.27,3.01,Crystal 11
20880.0,8700.0,0.622605363984674,-63345864661654.0,1.58436E+44,-1184735442313.32,3.01,Crystal 11
21888.0,8700.0,0.959429824561404,-63345864661654.0,1.58436E+44,-1392984930062.94,3.01,Crystal 11
24768.0,9400.0,2.13178294573643,-63345864661654.0,1.58436E+44,-2533694639941.79,3.01,Crystal 11
25776.0,9400.0,0.655648665425202,-63345864661654.0,1.58436E+44,-3465033500764.51,3.01,Crystal 11
26496.0,9400.0,0.513285024154589,-63345864661654.0,1.58436E+44,-4957381166448.1,3.01,Crystal 11
27360.0,9400.0,1.08552631578947,-63345864661654.0,1.58436E+44,-12070231732777.2,3.01,Crystal 11
0.0,0.0,0.0,70300751879699.0,263721804511278.0,1098246291275.12,3.764115433,Crystal 12
450.0,-0.119444444444444,0.515555555555556,70300751879699.0,263721804511278.0,1103562397941.26,3.764115433,Crystal 12
900.0,-0.0072740498272413,0.29,70300751879699.0,263721804511278.0,1109570000000.0,3.764115433,Crystal 12
1350.0,0.0788888888888889,0.287407407407407,70300751879699.0,263721804511278.0,1100649497226.78,3.764115433,Crystal 12
2880.0,0.0318518518518518,0.201736111111111,70300751879699.0,263721804511278.0,1087409417897.2,3.764115433,Crystal 12
3600.0,0.0180555555555556,0.229444444444444,70300751879699.0,263721804511278.0,1068826832950.98,3.764115433,Crystal 12
4320.0,0.0233333333333333,0.278935185185185,70300751879699.0,263721804511278.0,1042217742131.52,3.764115433,Crystal 12
5040.0,0.0259259259259259,0.259722222222222,70300751879699.0,263721804511278.0,1013972552014.15,3.764115433,Crystal 12
5760.0,0.0321428571428572,0.446875,70300751879699.0,263721804511278.0,960384348242.913,3.764115433,Crystal 12
6480.0,0.0380824372759857,0.7125,70300751879699.0,263721804511278.0,870463885266.226,3.764115433,Crystal 12
7920.0,0.0458333333333333,1.67929292929293,70300751879699.0,263721804511278.0,651345263162.625,3.764115433,Crystal 12
8640.0,0.0748611111111111,1.00694444444444,70300751879699.0,263721804511278.0,535726815339.26500,3.764115433,Crystal 12
8827.2,0.108207070707071,0.430487583831793,70300751879699.0,263721804511278.0,491165718254.69300,3.764115433,Crystal 12
9547.2,0.193981481481482,1.48734707558237,70300751879699.0,263721804511278.0,352073601347.421,3.764115433,Crystal 12
10267.2,0.224358974358974,1.54862085086489,70300751879699.0,263721804511278.0,435336576127.768,3.764115433,Crystal 12
10800.0,0.396825396825397,1.16666666666667,70300751879699.0,263721804511278.0,411603109480.849,3.764115433,Crystal 12
11520.0,0.490740740740741,1.46701388888889,70300751879699.0,263721804511278.0,380396907003.081,3.764115433,Crystal 12
12240.0,0.954861111111111,1.33169934640523,70300751879699.0,263721804511278.0,350999137741.71,3.764115433,Crystal 12
12960.0,1.22549019607843,1.19598765432099,70300751879699.0,263721804511278.0,323703460508.865,3.764115433,Crystal 12
14400.0,1.27314814814815,2.125,70300751879699.0,263721804511278.0,271790440752.553,3.764115433,Crystal 12
15264.0,1.35233918128655,1.12028301886792,70300751879699.0,263721804511278.0,-790038952888.894,3.764115433,Crystal 12
15984.0,1.49305555555556,0.900900900900901,70300751879699.0,263721804511278.0,-1376808736757.91,3.764115433,Crystal 12
16704.0,1.35582010582011,0.718390804597701,70300751879699.0,263721804511278.0,-2256358379451.39,3.764115433,Crystal 12
17424.0,1.38888888888889,0.728879706152433,70300751879699.0,263721804511278.0,-3942194849807.55,3.764115433,Crystal 12
18000.0,1.05676328502415,0.583333333333333,70300751879699.0,263721804511278.0,-2963581248593.59,3.764115433,Crystal 12
18864.0,1.30787037037037,0.75275657336726,70300751879699.0,263721804511278.0,-3141787582528.13,3.764115433,Crystal 12
19656.0,0.827777777777778,0.727513227513227,70300751879699.0,263721804511278.0,-3351350448769.26,3.764115433,Crystal 12
20160.0,0.854700854700855,0.461309523809524,70300751879699.0,263721804511278.0,-3507992459880.77,3.764115433,Crystal 12
20692.8,0.771604938271605,0.541251063171731,70300751879699.0,263721804511278.0,-3723409467617.45,3.764115433,Crystal 12
21744.0,0.744047619047619,1.14974245768948,70300751879699.0,263721804511278.0,-4354196206886.95,3.764115433,Crystal 12
23040.0,0.622605363984674,1.88368055555556,70300751879699.0,263721804511278.0,-6583497581727.15,3.764115433,Crystal 12
23184.0,0.959429824561404,0.198412698412698,70300751879699.0,263721804511278.0,-7018975756704.66,3.764115433,Crystal 12
23760.0,2.13178294573643,1.61616161616162,70300751879699.0,263721804511278.0,-24972597258216.1,3.764115433,Crystal 12
24192.0,0.655648665425202,0.148809523809524,70300751879699.0,263721804511278.0,-42427471391755.8,3.764115433,Crystal 12
24336.0,0.513285024154589,0.0698553583168968,70300751879699.0,263721804511278.0,-58495719082434.0,3.764115433,Crystal 12
0.0,8720.0,0.0,75563909774436.0,73214285714286.0,802479686997.076,4.5,Crystal 13
450.0,8700.0,0.4,75563909774436.0,73214285714286.0,804653244775.039,4.5,Crystal 13
900.0,8680.0,0.305555555555556,75563909774436.0,73214285714286.0,807376909274.037,4.5,Crystal 13
1350.0,8660.0,0.437037037037037,75563909774436.0,73214285714286.0,800250721056.025,4.5,Crystal 13
2880.0,8640.0,0.249305555555556,75563909774436.0,73214285714286.0,791647467818.404,4.5,Crystal 13
3600.0,8620.0,0.4075,75563909774436.0,73214285714286.0,774302829874.869,4.5,Crystal 13
4320.0,8600.0,0.509259259259259,75563909774436.0,73214285714286.0,748870980974.837,4.5,Crystal 13
5040.0,8600.0,0.817460317460317,75563909774436.0,73214285714286.0,703068135511.872,4.5,Crystal 13
5760.0,8600.0,1.25,75563909774436.0,73214285714286.0,628493548854.89,4.5,Crystal 13
6480.0,8700.0,1.33950617283951,75563909774436.0,73214285714286.0,547259853623.578,4.5,Crystal 13
7200.0,8700.0,1.80555555555556,75563909774436.0,73214285714286.0,441707924801.646,4.5,Crystal 13
7920.0,8700.0,1.89393939393939,75563909774436.0,73214285714286.0,387986200320.594,4.5,Crystal 13
8640.0,8700.0,2.00231481481482,75563909774436.0,73214285714286.0,314944529964.845,4.5,Crystal 13
9360.0,8700.0,1.95512820512821,75563909774436.0,73214285714286.0,248993983824.267,4.5,Crystal 13
10080.0,8700.0,1.92460317460317,75563909774436.0,73214285714286.0,190551671634.228,4.5,Crystal 13
12312.0,8700.0,5.04385964912281,75563909774436.0,73214285714286.0,-308072302975.811,4.5,Crystal 13
13032.0,8700.0,1.45794966236955,75563909774436.0,73214285714286.0,-515920622806.829,4.5,Crystal 13
13752.0,8700.0,1.37434554973822,75563909774436.0,73214285714286.0,-705003662755.92,4.5,Crystal 13
14400.0,8700.0,1.25,75563909774436.0,73214285714286.0,-803317709488.757,4.5,Crystal 13
14716.8,8700.0,0.577571211132855,75563909774436.0,73214285714286.0,-860008684266.999,4.5,Crystal 13
15408.0,8892.0,1.19418483904465,75563909774436.0,73214285714286.0,-1015290687587.56,4.5,Crystal 13
16128.0,9092.0,1.45709325396825,75563909774436.0,73214285714286.0,-1320439874371.24,4.5,Crystal 13
16848.0,9292.0,1.48979107312441,75563909774436.0,73214285714286.0,-1947702095903.23,4.5,Crystal 13
17568.0,9492.0,2.38501821493625,75563909774436.0,73214285714286.0,-9711973240406.66,4.5,Crystal 13
18000.0,9612.0,0.5,75563909774436.0,73214285714286.0,-64310931354443.8,4.5,Crystal 13
18432.0,9732.0,0.146484375,75563909774436.0,73214285714286.0,-71218514153577.7,4.5,Crystal 13
0.0,8720.0,0.0,0.0,6920000000000000.0,-801643144010.248,0.0,Crystal 14
450.0,8700.0,0.424444444444444,0.0,6920000000000000.0,-800600304232.553,0.0,Crystal 14
900.0,8680.0,0.253333333333333,0.0,6920000000000000.0,-799357981912.62,0.0,Crystal 14
1350.0,8660.0,0.294814814814815,0.0,6920000000000000.0,-800087785065.47,0.0,Crystal 14
2880.0,8640.0,0.182638888888889,0.0,6920000000000000.0,-802961747268.06,0.0,Crystal 14
3600.0,8620.0,0.168333333333333,0.0,6920000000000000.0,-806291115483.055,0.0,Crystal 14
4320.0,8600.0,0.295138888888889,0.0,6920000000000000.0,-813360611942.814,0.0,Crystal 14
5040.0,8600.0,0.508928571428572,0.0,6920000000000000.0,-827853300119.766,0.0,Crystal 14
5760.0,8600.0,0.861458333333333,0.0,6920000000000000.0,-856954692461.709,0.0,Crystal 14
6480.0,8600.0,1.25771604938272,0.0,6920000000000000.0,-908016193674.184,0.0,Crystal 14
6912.0,8700.0,1.01996527777778,0.0,6920000000000000.0,-955762179831.978,0.0,Crystal 14
7200.0,8700.0,0.819444444444445,0.0,6920000000000000.0,-998522254615.768,0.0,Crystal 14
7632.0,8740.0,1.25786163522013,0.0,6920000000000000.0,-1074153875765.24,0.0,Crystal 14
7948.8,8740.0,0.918377616747182,0.0,6920000000000000.0,-1165958323518.65,0.0,Crystal 14
8668.8,8740.0,2.13409007013658,0.0,6920000000000000.0,-1444068481655.79,0.0,Crystal 14
9388.8,8740.0,2.06629175187457,0.0,6920000000000000.0,-1836225287999.48,0.0,Crystal 14
11088.0,8740.0,3.9231601731601700,0.0,6920000000000000.0,-3229636278062.78,0.0,Crystal 14
12960.0,8740.0,3.20216049382716,0.0,6920000000000000.0,-5132479511341.78,0.0,Crystal 14
14400.0,8740.0,2.14583333333333,0.0,6920000000000000.0,-6275882411511.17,0.0,Crystal 14
15120.0,8740.0,0.925925925925926,0.0,6920000000000000.0,-6576430237006.49,0.0,Crystal 14
15811.2,8740.0,0.885448289819875,0.0,6920000000000000.0,-6928912607963.99,0.0,Crystal 14
15840.0,8748.0,0.0441919191919192,0.0,6920000000000000.0,-6948177899147.55,0.0,Crystal 14
17280.0,9148.0,2.01388888888889,0.0,6920000000000000.0,-8198536014183.36,0.0,Crystal 14
18000.0,9348.0,1.09444444444444,0.0,6920000000000000.0,-9340608606015.52,0.0,Crystal 14
18720.0,9548.0,1.15918803418803,0.0,6920000000000000.0,-11501837748886.9,0.0,Crystal 14
19440.0,9748.0,1.47633744855967,0.0,6920000000000000.0,-22631475428071.2,0.0,Crystal 14
19872.0,9868.0,0.347222222222222,0.0,6920000000000000.0,-38684505350299.8,0.0,Crystal 14
20160.0,9948.0,0.064484126984127,0.0,6920000000000000.0,-53824312489768.6,0.0,Crystal 14
20304.0,9988.0,0.0394011032308905,0.0,6920000000000000.0,-88243567179318.2,0.0,Crystal 14
0.0,8840.0,0.0,78609022556391.0,43120300751880.0,1569510000000.0,2.25,Crystal 15
1440.0,8720.0,0.104166666666667,78609022556391.0,43120300751880.0,1570840000000.0,2.25,Crystal 15
2160.0,8700.0,0.0430555555555556,78609022556391.0,43120300751880.0,1575510000000.0,2.25,Crystal 15
2520.0,8680.0,0.0178571428571429,78609022556391.0,43120300751880.0,1575820000000.0,2.25,Crystal 15
2880.0,8660.0,0.0149305555555556,78609022556391.0,43120300751880.0,1568050000000.0,2.25,Crystal 15
3600.0,8640.0,0.0416666666666667,78609022556391.0,43120300751880.0,1554760000000.0,2.25,Crystal 15
4320.0,8620.0,0.0347222222222222,78609022556391.0,43120300751880.0,1538210000000.0,2.25,Crystal 15
5040.0,8600.0,0.0496031746031746,78609022556391.0,43120300751880.0,1507660000000.0,2.25,Crystal 15
5760.0,8580.0,0.0746527777777778,78609022556391.0,43120300751880.0,1252440000000.0,2.25,Crystal 15
6480.0,8580.0,0.0833333333333333,78609022556391.0,43120300751880.0,1044930000000.0,2.25,Crystal 15
7200.0,8580.0,0.140277777777778,78609022556391.0,43120300751880.0,899827000000.0,2.25,Crystal 15
9360.0,8580.0,0.982905982905983,78609022556391.0,43120300751880.0,797191000000.0,2.25,Crystal 15
10080.0,8580.0,0.868055555555556,78609022556391.0,43120300751880.0,681586000000.0,2.25,Crystal 15
10512.0,8680.0,0.670662100456621,78609022556391.0,43120300751880.0,725906000000.0,2.25,Crystal 15
10800.0,8720.0,0.518518518518519,78609022556391.0,43120300751880.0,631522000000.0,2.25,Crystal 15
11088.0,8720.0,0.64033189033189,78609022556391.0,43120300751880.0,573961000000.0,2.25,Crystal 15
11808.0,8720.0,1.33807588075881,78609022556391.0,43120300751880.0,517049000000.0,2.25,Crystal 15
12960.0,8720.0,2.33024691358025,78609022556391.0,43120300751880.0,-824873000000.0,2.25,Crystal 15
13680.0,8720.0,1.38157894736842,78609022556391.0,43120300751880.0,-1946670000000.0,2.25,Crystal 15
14400.0,8720.0,1.32638888888889,78609022556391.0,43120300751880.0,-3241070000000.0,2.25,Crystal 15
15408.0,8720.0,1.60955347871236,78609022556391.0,43120300751880.0,-3735180000000.0,2.25,Crystal 15
17280.0,8720.0,2.55787037037037,78609022556391.0,43120300751880.0,-5600000000000.0,2.25,Crystal 15
18144.0,8720.0,0.992063492063492,78609022556391.0,43120300751880.0,-20000000000000.0,2.25,Crystal 15
19483.2,8720.0,1.48846185431551,78609022556391.0,43120300751880.0,-30000000000000.0,2.25,Crystal 15
0.0,8760.0,0.0,53157894736842.0,-5013160000000000.0,7887066092118.09,1.22,Crystal 16
450.0,8760.0,0.0377777777777778,53157894736842.0,-5013160000000000.0,7885478649614.22,1.22,Crystal 16
810.0,8760.0,0.0567901234567901,53157894736842.0,-5013160000000000.0,7881184485141.77,1.22,Crystal 16
1350.0,8760.0,0.0303703703703704,53157894736842.0,-5013160000000000.0,7877358638247.63,1.22,Crystal 16
2880.0,8740.0,0.0135416666666667,53157894736842.0,-5013160000000000.0,7873720782642.2,1.22,Crystal 16
3600.0,8720.0,0.0158333333333333,53157894736842.0,-5013160000000000.0,7868406309319.99,1.22,Crystal 16
4320.0,8700.0,0.0173611111111111,53157894736842.0,-5013160000000000.0,7861417908209.41,1.22,Crystal 16
5040.0,8680.0,0.025,53157894736842.0,-5013160000000000.0,7849688456878.66,1.22,Crystal 16
5760.0,8660.0,0.0345486111111111,53157894736842.0,-5013160000000000.0,7831191595413.44,1.22,Crystal 16
6480.0,8640.0,0.0611111111111111,53157894736842.0,-5013160000000000.0,7794486425115.35,1.22,Crystal 16
7200.0,8620.0,0.0794444444444444,53157894736842.0,-5013160000000000.0,7741708430582.83,1.22,Crystal 16
7920.0,8600.0,0.122348484848485,53157894736842.0,-5013160000000000.0,7652945477463.72,1.22,Crystal 16
8640.0,8600.0,0.189583333333333,53157894736842.0,-5013160000000000.0,7504734000576.58,1.22,Crystal 16
9360.0,8600.0,0.303205128205128,53157894736842.0,-5013160000000000.0,7253328746849.06,1.22,Crystal 16
10080.0,8580.0,0.353670634920635,53157894736842.0,-5013160000000000.0,6947020514714.03,1.22,Crystal 16
10800.0,8560.0,0.528888888888889,53157894736842.0,-5013160000000000.0,6477670260181.73,1.22,Crystal 16
11520.0,8560.0,0.833333333333333,53157894736842.0,-5013160000000000.0,5745680521333.27,1.22,Crystal 16
12240.0,8660.0,0.735294117647059,53157894736842.0,-5013160000000000.0,5120452575247.17,1.22,Crystal 16
12960.0,8700.0,0.95679012345679,53157894736842.0,-5013160000000000.0,4348562034350.99,1.22,Crystal 16
13680.0,8700.0,1.03070175438597,53157894736842.0,-5013160000000000.0,4114757829805.34,1.22,Crystal 16
14400.0,8700.0,1.02083333333333,53157894736842.0,-5013160000000000.0,3636373513005.64,1.22,Crystal 16
15120.0,8700.0,1.12433862433862,53157894736842.0,-5013160000000000.0,3129843362513.52,1.22,Crystal 16
15840.0,8700.0,0.902777777777778,53157894736842.0,-5013160000000000.0,2741043420322.38,1.22,Crystal 16
16560.0,8700.0,0.984299516908213,53157894736842.0,-5013160000000000.0,2337656335294.03,1.22,Crystal 16
17496.0,8700.0,1.22885230909922,53157894736842.0,-5013160000000000.0,1867254543367.07,1.22,Crystal 16
18000.0,8700.0,0.683333333333333,53157894736842.0,-5013160000000000.0,1628120177441.16,1.22,Crystal 16
18720.0,8700.0,0.753205128205128,53157894736842.0,-5013160000000000.0,-2221065787103.8,1.22,Crystal 16
19440.0,8700.0,0.828189300411523,53157894736842.0,-5013160000000000.0,-2867421787696.19,1.22,Crystal 16
20160.0,8700.0,0.704365079365079,53157894736842.0,-5013160000000000.0,-3650599216548.77,1.22,Crystal 16
20880.0,8700.0,0.632183908045977,53157894736842.0,-5013160000000000.0,-4641238591853.23,1.22,Crystal 16
21600.0,8700.0,0.611111111111111,53157894736842.0,-5013160000000000.0,-4896406381199.43,1.22,Crystal 16
22320.0,8700.0,0.560035842293907,53157894736842.0,-5013160000000000.0,-5097547213748.83,1.22,Crystal 16
23760.0,8700.0,1.08164983164983,53157894736842.0,-5013160000000000.0,-5596434545845.09,1.22,Crystal 16
24480.0,8700.0,0.551470588235294,53157894736842.0,-5013160000000000.0,-5920167832543.92,1.22,Crystal 16
24854.4,8700.0,0.321874597656753,53157894736842.0,-5013160000000000.0,-6138753724118.46,1.22,Crystal 16
26640.0,9196.0,1.75675675675676,53157894736842.0,-5013160000000000.0,-8119982220850.26,1.22,Crystal 16
27360.0,9396.0,0.906432748538012,53157894736842.0,-5013160000000000.0,-10302002501694.9,1.22,Crystal 16
0.0,8740.0,0.0,181503759398496.0,113819548872180.0,-1014767182228.71,0.0,Crystal 17
180.0,8720.0,0.127777777777778,181503759398496.0,113819548872180.0,-1015224268923.41,0.0,Crystal 17
900.0,8720.0,0.261111111111111,181503759398496.0,113819548872180.0,-1019907948678.01,0.0,Crystal 17
2454.54545454545,8700.0,0.125074074074074,181503759398496.0,113819548872180.0,-1026063704104.16,0.0,Crystal 17
3272.72727272727,8700.0,0.1925,181503759398496.0,113819548872180.0,-1038828860970.67,0.0,Crystal 17
4090.9090909090900,8700.0,0.2046,181503759398496.0,113819548872180.0,-1056068692040.89,0.0,Crystal 17
5040.0,8700.0,0.314880952380952,181503759398496.0,113819548872180.0,-1089657681349.64,0.0,Crystal 17
5727.27272727273,8680.0,0.282333333333333,181503759398496.0,113819548872180.0,-1125137369748.88,0.0,Crystal 17
6545.45454545455,8660.0,0.336722222222222,181503759398496.0,113819548872180.0,-1175633326969.16,0.0,Crystal 17
7854.54545454545,8640.0,0.722893518518518,181503759398496.0,113819548872180.0,-1318038573348.61,0.0,Crystal 17
9000.0,8640.0,0.891888888888889,181503759398496.0,113819548872180.0,-1554128736248.47,0.0,Crystal 17
9818.18181818182,8640.0,0.862583333333333,181503759398496.0,113819548872180.0,-1856892851374.35,0.0,Crystal 17
10636.3636363636,8740.0,1.10940170940171,181503759398496.0,113819548872180.0,-2397432597931.04,0.0,Crystal 17
12043.6363636364,8740.0,2.02596618357488,181503759398496.0,113819548872180.0,-2353983669918.49,0.0,Crystal 17
14236.3636363636,8740.0,3.67369093231162,181503759398496.0,113819548872180.0,-3363130509605.88,0.0,Crystal 17
14727.2727272727,8740.0,0.814814814814815,181503759398496.0,113819548872180.0,-3688144063831.62,0.0,Crystal 17
15545.4545454545,8740.0,1.27368421052632,181503759398496.0,113819548872180.0,-4538711229540.59,0.0,Crystal 17
16772.7272727273,8740.0,1.7289972899729,181503759398496.0,113819548872180.0,-6384043620910.65,0.0,Crystal 17
17590.9090909091,8740.0,1.10284237726098,181503759398496.0,113819548872180.0,-7908292530988.2,0.0,Crystal 17
18409.0909090909,8740.0,1.0483950617284,181503759398496.0,113819548872180.0,-9233092686009.71,0.0,Crystal 17
19227.2727272727,8740.0,1.02978723404255,181503759398496.0,113819548872180.0,-10043431050534.2,0.0,Crystal 17
19718.1818181818,8740.0,0.608575380359613,181503759398496.0,113819548872180.0,-10635453031097.1,0.0,Crystal 17
20045.4545454545,8740.0,0.399092970521542,181503759398496.0,113819548872180.0,-11085078749073.0,0.0,Crystal 17
20781.8181818182,8944.54545454545,0.91907261592301,181503759398496.0,113819548872180.0,-12398386441785.9,0.0,Crystal 17
22418.1818181818,9399.09090909091,2.55596107055961,181503759398496.0,113819548872180.0,-21830273716150.3,0.0,Crystal 17
22581.8181818182,9444.54545454545,0.540257648953301,181503759398496.0,113819548872180.0,-27753306791016.7,0.0,Crystal 17
